table,cell,seed,method,sample,acc,nce
ER-Reg,sparse@0.2,0,fgnn_proj,25,0.166,147.0
ER-Reg,sparse@0.2,0,fgnn_proj,26,0.132,123.0
ER-Reg,sparse@0.2,0,fgnn_proj,27,0.068,88.0
ER-Reg,sparse@0.2,0,fgnn_proj,28,0.1,107.0
ER-Reg,sparse@0.2,0,fgnn_proj,29,0.096,110.0
ER-Reg,sparse@0.2,0,fgnn_faq,0,0.918,819.0
ER-Reg,sparse@0.2,0,fgnn_faq,1,0.898,804.0
ER-Reg,sparse@0.2,0,fgnn_faq,2,0.1,502.0
ER-Reg,sparse@0.2,0,fgnn_faq,3,0.288,538.0
ER-Reg,sparse@0.2,0,fgnn_faq,4,0.096,488.0
ER-Reg,sparse@0.2,0,fgnn_faq,5,0.126,489.0
ER-Reg,sparse@0.2,0,fgnn_faq,6,0.294,527.0
ER-Reg,sparse@0.2,0,fgnn_faq,7,0.09,495.0
ER-Reg,sparse@0.2,0,fgnn_faq,8,0.242,531.0
ER-Reg,sparse@0.2,0,fgnn_faq,9,0.142,491.0
ER-Reg,sparse@0.2,0,fgnn_faq,10,0.266,538.0
ER-Reg,sparse@0.2,0,fgnn_faq,11,0.864,752.0
ER-Reg,sparse@0.2,0,fgnn_faq,12,0.162,501.0
ER-Reg,sparse@0.2,0,fgnn_faq,13,0.92,806.0
ER-Reg,sparse@0.2,0,fgnn_faq,14,0.278,542.0
ER-Reg,sparse@0.2,0,fgnn_faq,15,0.288,544.0
ER-Reg,sparse@0.2,0,fgnn_faq,16,0.06,473.0
ER-Reg,sparse@0.2,0,fgnn_faq,17,0.192,498.0
ER-Reg,sparse@0.2,0,fgnn_faq,18,0.112,484.0
ER-Reg,sparse@0.2,0,fgnn_faq,19,0.334,539.0
ER-Reg,sparse@0.2,0,fgnn_faq,20,0.534,620.0
ER-Reg,sparse@0.2,0,fgnn_faq,21,0.318,554.0
ER-Reg,sparse@0.2,0,fgnn_faq,22,0.346,552.0
ER-Reg,sparse@0.2,0,fgnn_faq,23,0.548,658.0
ER-Reg,sparse@0.2,0,fgnn_faq,24,0.4,595.0
ER-Reg,sparse@0.2,0,fgnn_faq,25,0.514,619.0
ER-Reg,sparse@0.2,0,fgnn_faq,26,0.328,568.0
ER-Reg,sparse@0.2,0,fgnn_faq,27,0.094,474.0
ER-Reg,sparse@0.2,0,fgnn_faq,28,0.128,496.0
ER-Reg,sparse@0.2,0,fgnn_faq,29,0.268,518.0
ER-Reg,sparse@0.2,0,chfgnn_proj,0,0.922,818.0
ER-Reg,sparse@0.2,0,chfgnn_proj,1,0.924,804.0
ER-Reg,sparse@0.2,0,chfgnn_proj,2,0.92,762.0
ER-Reg,sparse@0.2,0,chfgnn_proj,3,0.9,787.0
ER-Reg,sparse@0.2,0,chfgnn_proj,4,0.926,793.0
ER-Reg,sparse@0.2,0,chfgnn_proj,5,0.9,785.0
ER-Reg,sparse@0.2,0,chfgnn_proj,6,0.894,758.0
ER-Reg,sparse@0.2,0,chfgnn_proj,7,0.904,823.0
ER-Reg,sparse@0.2,0,chfgnn_proj,8,0.84,724.0
ER-Reg,sparse@0.2,0,chfgnn_proj,9,0.888,763.0
ER-Reg,sparse@0.2,0,chfgnn_proj,10,0.94,823.0
ER-Reg,sparse@0.2,0,chfgnn_proj,11,0.912,765.0
ER-Reg,sparse@0.2,0,chfgnn_proj,12,0.89,776.0
ER-Reg,sparse@0.2,0,chfgnn_proj,13,0.932,808.0
ER-Reg,sparse@0.2,0,chfgnn_proj,14,0.904,796.0
ER-Reg,sparse@0.2,0,chfgnn_proj,15,0.896,792.0
ER-Reg,sparse@0.2,0,chfgnn_proj,16,0.886,734.0
ER-Reg,sparse@0.2,0,chfgnn_proj,17,0.906,737.0
ER-Reg,sparse@0.2,0,chfgnn_proj,18,0.886,737.0
ER-Reg,sparse@0.2,0,chfgnn_proj,19,0.912,783.0
ER-Reg,sparse@0.2,0,chfgnn_proj,20,0.936,802.0
ER-Reg,sparse@0.2,0,chfgnn_proj,21,0.924,795.0
ER-Reg,sparse@0.2,0,chfgnn_proj,22,0.924,802.0
ER-Reg,sparse@0.2,0,chfgnn_proj,23,0.93,821.0
ER-Reg,sparse@0.2,0,chfgnn_proj,24,0.93,839.0
ER-Reg,sparse@0.2,0,chfgnn_proj,25,0.932,783.0
ER-Reg,sparse@0.2,0,chfgnn_proj,26,0.936,823.0
ER-Reg,sparse@0.2,0,chfgnn_proj,27,0.902,735.0
ER-Reg,sparse@0.2,0,chfgnn_proj,28,0.928,789.0
ER-Reg,sparse@0.2,0,chfgnn_proj,29,0.904,734.0
ER-Reg,sparse@0.2,0,chfgnn_faq,0,0.934,823.0
ER-Reg,sparse@0.2,0,chfgnn_faq,1,0.954,818.0
ER-Reg,sparse@0.2,0,chfgnn_faq,2,0.938,771.0
ER-Reg,sparse@0.2,0,chfgnn_faq,3,0.924,795.0
ER-Reg,sparse@0.2,0,chfgnn_faq,4,0.936,798.0
ER-Reg,sparse@0.2,0,chfgnn_faq,5,0.93,798.0
ER-Reg,sparse@0.2,0,chfgnn_faq,6,0.906,769.0
ER-Reg,sparse@0.2,0,chfgnn_faq,7,0.924,830.0
ER-Reg,sparse@0.2,0,chfgnn_faq,8,0.902,750.0
ER-Reg,sparse@0.2,0,chfgnn_faq,9,0.916,771.0
ER-Reg,sparse@0.2,0,chfgnn_faq,10,0.948,829.0
ER-Reg,sparse@0.2,0,chfgnn_faq,11,0.938,777.0
ER-Reg,sparse@0.2,0,chfgnn_faq,12,0.908,785.0
ER-Reg,sparse@0.2,0,chfgnn_faq,13,0.94,812.0
ER-Reg,sparse@0.2,0,chfgnn_faq,14,0.922,803.0
ER-Reg,sparse@0.2,0,chfgnn_faq,15,0.924,804.0
ER-Reg,sparse@0.2,0,chfgnn_faq,16,0.898,740.0
ER-Reg,sparse@0.2,0,chfgnn_faq,17,0.932,752.0
ER-Reg,sparse@0.2,0,chfgnn_faq,18,0.904,751.0
ER-Reg,sparse@0.2,0,chfgnn_faq,19,0.936,790.0
ER-Reg,sparse@0.2,0,chfgnn_faq,20,0.936,806.0
ER-Reg,sparse@0.2,0,chfgnn_faq,21,0.93,799.0
ER-Reg,sparse@0.2,0,chfgnn_faq,22,0.922,805.0
ER-Reg,sparse@0.2,0,chfgnn_faq,23,0.932,829.0
ER-Reg,sparse@0.2,0,chfgnn_faq,24,0.94,842.0
ER-Reg,sparse@0.2,0,chfgnn_faq,25,0.932,791.0
ER-Reg,sparse@0.2,0,chfgnn_faq,26,0.96,834.0
ER-Reg,sparse@0.2,0,chfgnn_faq,27,0.932,751.0
ER-Reg,sparse@0.2,0,chfgnn_faq,28,0.94,792.0
ER-Reg,sparse@0.2,0,chfgnn_faq,29,0.902,743.0
ER-Reg,sparse@0.25,0,proj_dcx,0,0.126,137.0
ER-Reg,sparse@0.25,0,proj_dcx,1,0.142,157.0
ER-Reg,sparse@0.25,0,proj_dcx,2,0.066,128.0
ER-Reg,sparse@0.25,0,proj_dcx,3,0.082,122.0
ER-Reg,sparse@0.25,0,proj_dcx,4,0.098,145.0
ER-Reg,sparse@0.25,0,proj_dcx,5,0.042,112.0
ER-Reg,sparse@0.25,0,proj_dcx,6,0.112,131.0
ER-Reg,sparse@0.25,0,proj_dcx,7,0.084,130.0
ER-Reg,sparse@0.25,0,proj_dcx,8,0.062,135.0
ER-Reg,sparse@0.25,0,proj_dcx,9,0.118,159.0
ER-Reg,sparse@0.25,0,proj_dcx,10,0.124,143.0
ER-Reg,sparse@0.25,0,proj_dcx,11,0.096,126.0
ER-Reg,sparse@0.25,0,proj_dcx,12,0.05,107.0
ER-Reg,sparse@0.25,0,proj_dcx,13,0.148,148.0
ER-Reg,sparse@0.25,0,proj_dcx,14,0.022,126.0
ER-Reg,sparse@0.25,0,proj_dcx,15,0.092,150.0
ER-Reg,sparse@0.25,0,proj_dcx,16,0.054,123.0
ER-Reg,sparse@0.25,0,proj_dcx,17,0.09,128.0
ER-Reg,sparse@0.25,0,proj_dcx,18,0.038,103.0
ER-Reg,sparse@0.25,0,proj_dcx,19,0.09,137.0
ER-Reg,sparse@0.25,0,proj_dcx,20,0.138,143.0
ER-Reg,sparse@0.25,0,proj_dcx,21,0.056,120.0
ER-Reg,sparse@0.25,0,proj_dcx,22,0.06,119.0
ER-Reg,sparse@0.25,0,proj_dcx,23,0.09,122.0
ER-Reg,sparse@0.25,0,proj_dcx,24,0.11,121.0
ER-Reg,sparse@0.25,0,proj_dcx,25,0.136,149.0
ER-Reg,sparse@0.25,0,proj_dcx,26,0.094,133.0
ER-Reg,sparse@0.25,0,proj_dcx,27,0.062,133.0
ER-Reg,sparse@0.25,0,proj_dcx,28,0.068,116.0
ER-Reg,sparse@0.25,0,proj_dcx,29,0.104,141.0
ER-Reg,sparse@0.25,0,faq_dcx,0,0.234,528.0
ER-Reg,sparse@0.25,0,faq_dcx,1,0.302,537.0
ER-Reg,sparse@0.25,0,faq_dcx,2,0.06,484.0
ER-Reg,sparse@0.25,0,faq_dcx,3,0.08,495.0
ER-Reg,sparse@0.25,0,faq_dcx,4,0.12,488.0
ER-Reg,sparse@0.25,0,faq_dcx,5,0.038,497.0
ER-Reg,sparse@0.25,0,faq_dcx,6,0.106,489.0
ER-Reg,sparse@0.25,0,faq_dcx,7,0.054,505.0
ER-Reg,sparse@0.25,0,faq_dcx,8,0.044,476.0
ER-Reg,sparse@0.25,0,faq_dcx,9,0.122,492.0
ER-Reg,sparse@0.25,0,faq_dcx,10,0.212,518.0
ER-Reg,sparse@0.25,0,faq_dcx,11,0.094,489.0
ER-Reg,sparse@0.25,0,faq_dcx,12,0.05,490.0
ER-Reg,sparse@0.25,0,faq_dcx,13,0.35,552.0
ER-Reg,sparse@0.25,0,faq_dcx,14,0.014,492.0
ER-Reg,sparse@0.25,0,faq_dcx,15,0.152,504.0
ER-Reg,sparse@0.25,0,faq_dcx,16,0.05,469.0
ER-Reg,sparse@0.25,0,faq_dcx,17,0.08,487.0
ER-Reg,sparse@0.25,0,faq_dcx,18,0.018,477.0
ER-Reg,sparse@0.25,0,faq_dcx,19,0.092,481.0
ER-Reg,sparse@0.25,0,faq_dcx,20,0.358,585.0
ER-Reg,sparse@0.25,0,faq_dcx,21,0.06,484.0
ER-Reg,sparse@0.25,0,faq_dcx,22,0.056,488.0
ER-Reg,sparse@0.25,0,faq_dcx,23,0.078,496.0
ER-Reg,sparse@0.25,0,faq_dcx,24,0.11,502.0
ER-Reg,sparse@0.25,0,faq_dcx,25,0.296,543.0
ER-Reg,sparse@0.25,0,faq_dcx,26,0.078,496.0
ER-Reg,sparse@0.25,0,faq_dcx,27,0.108,484.0
ER-Reg,sparse@0.25,0,faq_dcx,28,0.058,481.0
ER-Reg,sparse@0.25,0,faq_dcx,29,0.122,466.0
ER-Reg,sparse@0.25,0,fgnn_proj,0,0.1,119.0
ER-Reg,sparse@0.25,0,fgnn_proj,1,0.11,122.0
ER-Reg,sparse@0.25,0,fgnn_proj,2,0.032,79.0
ER-Reg,sparse@0.25,0,fgnn_proj,3,0.078,111.0
ER-Reg,sparse@0.25,0,fgnn_proj,4,0.044,104.0
ER-Reg,sparse@0.25,0,fgnn_proj,5,0.044,84.0
ER-Reg,sparse@0.25,0,fgnn_proj,6,0.064,92.0
ER-Reg,sparse@0.25,0,fgnn_proj,7,0.048,82.0
ER-Reg,sparse@0.25,0,fgnn_proj,8,0.032,53.0
ER-Reg,sparse@0.25,0,fgnn_proj,9,0.056,101.0
ER-Reg,sparse@0.25,0,fgnn_proj,10,0.082,117.0
ER-Reg,sparse@0.25,0,fgnn_proj,11,0.06,101.0
ER-Reg,sparse@0.25,0,fgnn_proj,12,0.06,82.0
ER-Reg,sparse@0.25,0,fgnn_proj,13,0.1,113.0
ER-Reg,sparse@0.25,0,fgnn_proj,14,0.042,89.0
ER-Reg,sparse@0.25,0,fgnn_proj,15,0.068,83.0
ER-Reg,sparse@0.25,0,fgnn_proj,16,0.04,79.0
ER-Reg,sparse@0.25,0,fgnn_proj,17,0.096,112.0
ER-Reg,sparse@0.25,0,fgnn_proj,18,0.032,98.0
ER-Reg,sparse@0.25,0,fgnn_proj,19,0.06,78.0
ER-Reg,sparse@0.25,0,fgnn_proj,20,0.076,93.0
ER-Reg,sparse@0.25,0,fgnn_proj,21,0.052,74.0
ER-Reg,sparse@0.25,0,fgnn_proj,22,0.074,101.0
ER-Reg,sparse@0.25,0,fgnn_proj,23,0.058,94.0
ER-Reg,sparse@0.25,0,fgnn_proj,24,0.058,88.0
ER-Reg,sparse@0.25,0,fgnn_proj,25,0.136,140.0
ER-Reg,sparse@0.25,0,fgnn_proj,26,0.066,78.0
ER-Reg,sparse@0.25,0,fgnn_proj,27,0.042,89.0
ER-Reg,sparse@0.25,0,fgnn_proj,28,0.074,103.0
ER-Reg,sparse@0.25,0,fgnn_proj,29,0.086,106.0
ER-Reg,sparse@0.25,0,fgnn_faq,0,0.218,537.0
ER-Reg,sparse@0.25,0,fgnn_faq,1,0.186,495.0
ER-Reg,sparse@0.25,0,fgnn_faq,2,0.028,498.0
ER-Reg,sparse@0.25,0,fgnn_faq,3,0.07,494.0
ER-Reg,sparse@0.25,0,fgnn_faq,4,0.046,479.0
ER-Reg,sparse@0.25,0,fgnn_faq,5,0.054,490.0
ER-Reg,sparse@0.25,0,fgnn_faq,6,0.142,481.0
ER-Reg,sparse@0.25,0,fgnn_faq,7,0.046,497.0
ER-Reg,sparse@0.25,0,fgnn_faq,8,0.036,465.0
ER-Reg,sparse@0.25,0,fgnn_faq,9,0.076,498.0
ER-Reg,sparse@0.25,0,fgnn_faq,10,0.118,522.0
ER-Reg,sparse@0.25,0,fgnn_faq,11,0.072,486.0
ER-Reg,sparse@0.25,0,fgnn_faq,12,0.078,479.0
ER-Reg,sparse@0.25,0,fgnn_faq,13,0.216,526.0
ER-Reg,sparse@0.25,0,fgnn_faq,14,0.074,491.0
ER-Reg,sparse@0.25,0,fgnn_faq,15,0.054,478.0
ER-Reg,sparse@0.25,0,fgnn_faq,16,0.03,465.0
ER-Reg,sparse@0.25,0,fgnn_faq,17,0.184,493.0
ER-Reg,sparse@0.25,0,fgnn_faq,18,0.042,469.0
ER-Reg,sparse@0.25,0,fgnn_faq,19,0.084,484.0
ER-Reg,sparse@0.25,0,fgnn_faq,20,0.158,518.0
ER-Reg,sparse@0.25,0,fgnn_faq,21,0.084,499.0
ER-Reg,sparse@0.25,0,fgnn_faq,22,0.112,494.0
ER-Reg,sparse@0.25,0,fgnn_faq,23,0.068,508.0
ER-Reg,sparse@0.25,0,fgnn_faq,24,0.058,493.0
ER-Reg,sparse@0.25,0,fgnn_faq,25,0.336,550.0
ER-Reg,sparse@0.25,0,fgnn_faq,26,0.062,487.0
ER-Reg,sparse@0.25,0,fgnn_faq,27,0.028,482.0
ER-Reg,sparse@0.25,0,fgnn_faq,28,0.082,486.0
ER-Reg,sparse@0.25,0,fgnn_faq,29,0.154,480.0
ER-Reg,sparse@0.25,0,chfgnn_proj,0,0.894,759.0
ER-Reg,sparse@0.25,0,chfgnn_proj,1,0.83,721.0
ER-Reg,sparse@0.25,0,chfgnn_proj,2,0.856,698.0
ER-Reg,sparse@0.25,0,chfgnn_proj,3,0.846,733.0
ER-Reg,sparse@0.25,0,chfgnn_proj,4,0.848,730.0
ER-Reg,sparse@0.25,0,chfgnn_proj,5,0.824,726.0
ER-Reg,sparse@0.25,0,chfgnn_proj,6,0.84,715.0
ER-Reg,sparse@0.25,0,chfgnn_proj,7,0.878,779.0
ER-Reg,sparse@0.25,0,chfgnn_proj,8,0.772,648.0
ER-Reg,sparse@0.25,0,chfgnn_proj,9,0.872,721.0
ER-Reg,sparse@0.25,0,chfgnn_proj,10,0.912,780.0
ER-Reg,sparse@0.25,0,chfgnn_proj,11,0.84,703.0
ER-Reg,sparse@0.25,0,chfgnn_proj,12,0.858,730.0
ER-Reg,sparse@0.25,0,chfgnn_proj,13,0.862,747.0
ER-Reg,sparse@0.25,0,chfgnn_proj,14,0.828,711.0
ER-Reg,sparse@0.25,0,chfgnn_proj,15,0.832,723.0
ER-Reg,sparse@0.25,0,chfgnn_proj,16,0.76,639.0
ER-Reg,sparse@0.25,0,chfgnn_proj,17,0.868,698.0
ER-Reg,sparse@0.25,0,chfgnn_proj,18,0.794,660.0
ER-Reg,sparse@0.25,0,chfgnn_proj,19,0.842,717.0
ER-Reg,sparse@0.25,0,chfgnn_proj,20,0.892,751.0
ER-Reg,sparse@0.25,0,chfgnn_proj,21,0.874,733.0
ER-Reg,sparse@0.25,0,chfgnn_proj,22,0.866,744.0
ER-Reg,sparse@0.25,0,chfgnn_proj,23,0.858,758.0
ER-Reg,sparse@0.25,0,chfgnn_proj,24,0.894,783.0
ER-Reg,sparse@0.25,0,chfgnn_proj,25,0.858,723.0
ER-Reg,sparse@0.25,0,chfgnn_proj,26,0.882,742.0
ER-Reg,sparse@0.25,0,chfgnn_proj,27,0.842,681.0
ER-Reg,sparse@0.25,0,chfgnn_proj,28,0.878,721.0
ER-Reg,sparse@0.25,0,chfgnn_proj,29,0.852,689.0
ER-Reg,sparse@0.25,0,chfgnn_faq,0,0.902,769.0
ER-Reg,sparse@0.25,0,chfgnn_faq,1,0.852,742.0
ER-Reg,sparse@0.25,0,chfgnn_faq,2,0.906,725.0
ER-Reg,sparse@0.25,0,chfgnn_faq,3,0.876,754.0
ER-Reg,sparse@0.25,0,chfgnn_faq,4,0.868,743.0
ER-Reg,sparse@0.25,0,chfgnn_faq,5,0.876,752.0
ER-Reg,sparse@0.25,0,chfgnn_faq,6,0.87,733.0
ER-Reg,sparse@0.25,0,chfgnn_faq,7,0.898,790.0
ER-Reg,sparse@0.25,0,chfgnn_faq,8,0.81,688.0
ER-Reg,sparse@0.25,0,chfgnn_faq,9,0.898,733.0
ER-Reg,sparse@0.25,0,chfgnn_faq,10,0.936,791.0
ER-Reg,sparse@0.25,0,chfgnn_faq,11,0.89,721.0
ER-Reg,sparse@0.25,0,chfgnn_faq,12,0.852,745.0
ER-Reg,sparse@0.25,0,chfgnn_faq,13,0.888,763.0
ER-Reg,sparse@0.25,0,chfgnn_faq,14,0.898,749.0
ER-Reg,sparse@0.25,0,chfgnn_faq,15,0.892,752.0
ER-Reg,sparse@0.25,0,chfgnn_faq,16,0.826,691.0
ER-Reg,sparse@0.25,0,chfgnn_faq,17,0.906,721.0
ER-Reg,sparse@0.25,0,chfgnn_faq,18,0.842,706.0
ER-Reg,sparse@0.25,0,chfgnn_faq,19,0.88,741.0
ER-Reg,sparse@0.25,0,chfgnn_faq,20,0.906,764.0
ER-Reg,sparse@0.25,0,chfgnn_faq,21,0.908,752.0
ER-Reg,sparse@0.25,0,chfgnn_faq,22,0.876,752.0
ER-Reg,sparse@0.25,0,chfgnn_faq,23,0.904,786.0
ER-Reg,sparse@0.25,0,chfgnn_faq,24,0.932,797.0
ER-Reg,sparse@0.25,0,chfgnn_faq,25,0.864,738.0
ER-Reg,sparse@0.25,0,chfgnn_faq,26,0.924,763.0
ER-Reg,sparse@0.25,0,chfgnn_faq,27,0.894,702.0
ER-Reg,sparse@0.25,0,chfgnn_faq,28,0.904,742.0
ER-Reg,sparse@0.25,0,chfgnn_faq,29,0.854,703.0
ER-Reg,sparse@0.3,0,proj_dcx,0,0.048,114.0
ER-Reg,sparse@0.3,0,proj_dcx,1,0.048,129.0
ER-Reg,sparse@0.3,0,proj_dcx,2,0.032,103.0
ER-Reg,sparse@0.3,0,proj_dcx,3,0.036,106.0
ER-Reg,sparse@0.3,0,proj_dcx,4,0.03,122.0
ER-Reg,sparse@0.3,0,proj_dcx,5,0.024,112.0
ER-Reg,sparse@0.3,0,proj_dcx,6,0.066,114.0
ER-Reg,sparse@0.3,0,proj_dcx,7,0.028,109.0
ER-Reg,sparse@0.3,0,proj_dcx,8,0.024,118.0
ER-Reg,sparse@0.3,0,proj_dcx,9,0.05,124.0
ER-Reg,sparse@0.3,0,proj_dcx,10,0.072,119.0
ER-Reg,sparse@0.3,0,proj_dcx,11,0.054,130.0
ER-Reg,sparse@0.3,0,proj_dcx,12,0.03,108.0
ER-Reg,sparse@0.3,0,proj_dcx,13,0.092,135.0
ER-Reg,sparse@0.3,0,proj_dcx,14,0.012,106.0
ER-Reg,sparse@0.3,0,proj_dcx,15,0.034,113.0
ER-Reg,sparse@0.3,0,proj_dcx,16,0.028,117.0
ER-Reg,sparse@0.3,0,proj_dcx,17,0.048,117.0
ER-Reg,sparse@0.3,0,proj_dcx,18,0.022,108.0
ER-Reg,sparse@0.3,0,proj_dcx,19,0.032,109.0
ER-Reg,sparse@0.3,0,proj_dcx,20,0.066,136.0
ER-Reg,sparse@0.3,0,proj_dcx,21,0.036,135.0
ER-Reg,sparse@0.3,0,proj_dcx,22,0.028,113.0
ER-Reg,sparse@0.3,0,proj_dcx,23,0.04,123.0
ER-Reg,sparse@0.3,0,proj_dcx,24,0.042,125.0
ER-Reg,sparse@0.3,0,proj_dcx,25,0.056,113.0
ER-Reg,sparse@0.3,0,proj_dcx,26,0.048,127.0
ER-Reg,sparse@0.3,0,proj_dcx,27,0.024,105.0
ER-Reg,sparse@0.3,0,proj_dcx,28,0.02,128.0
ER-Reg,sparse@0.3,0,proj_dcx,29,0.038,104.0
ER-Reg,sparse@0.3,0,faq_dcx,0,0.052,495.0
ER-Reg,sparse@0.3,0,faq_dcx,1,0.034,488.0
ER-Reg,sparse@0.3,0,faq_dcx,2,0.024,487.0
ER-Reg,sparse@0.3,0,faq_dcx,3,0.048,499.0
ER-Reg,sparse@0.3,0,faq_dcx,4,0.022,478.0
ER-Reg,sparse@0.3,0,faq_dcx,5,0.022,482.0
ER-Reg,sparse@0.3,0,faq_dcx,6,0.086,488.0
ER-Reg,sparse@0.3,0,faq_dcx,7,0.014,484.0
ER-Reg,sparse@0.3,0,faq_dcx,8,0.018,474.0
ER-Reg,sparse@0.3,0,faq_dcx,9,0.052,488.0
ER-Reg,sparse@0.3,0,faq_dcx,10,0.096,504.0
ER-Reg,sparse@0.3,0,faq_dcx,11,0.03,476.0
ER-Reg,sparse@0.3,0,faq_dcx,12,0.008,485.0
ER-Reg,sparse@0.3,0,faq_dcx,13,0.086,480.0
ER-Reg,sparse@0.3,0,faq_dcx,14,0.006,482.0
ER-Reg,sparse@0.3,0,faq_dcx,15,0.06,492.0
ER-Reg,sparse@0.3,0,faq_dcx,16,0.018,475.0
ER-Reg,sparse@0.3,0,faq_dcx,17,0.048,485.0
ER-Reg,sparse@0.3,0,faq_dcx,18,0.03,480.0
ER-Reg,sparse@0.3,0,faq_dcx,19,0.012,483.0
ER-Reg,sparse@0.3,0,faq_dcx,20,0.052,493.0
ER-Reg,sparse@0.3,0,faq_dcx,21,0.04,488.0
ER-Reg,sparse@0.3,0,faq_dcx,22,0.024,477.0
ER-Reg,sparse@0.3,0,faq_dcx,23,0.016,493.0
ER-Reg,sparse@0.3,0,faq_dcx,24,0.054,485.0
ER-Reg,sparse@0.3,0,faq_dcx,25,0.09,488.0
ER-Reg,sparse@0.3,0,faq_dcx,26,0.024,493.0
ER-Reg,sparse@0.3,0,faq_dcx,27,0.01,468.0
ER-Reg,sparse@0.3,0,faq_dcx,28,0.004,479.0
ER-Reg,sparse@0.3,0,faq_dcx,29,0.026,466.0
ER-Reg,sparse@0.3,0,fgnn_proj,0,0.064,96.0
ER-Reg,sparse@0.3,0,fgnn_proj,1,0.072,100.0
ER-Reg,sparse@0.3,0,fgnn_proj,2,0.02,89.0
ER-Reg,sparse@0.3,0,fgnn_proj,3,0.036,86.0
ER-Reg,sparse@0.3,0,fgnn_proj,4,0.022,93.0
ER-Reg,sparse@0.3,0,fgnn_proj,5,0.014,90.0
ER-Reg,sparse@0.3,0,fgnn_proj,6,0.032,89.0
ER-Reg,sparse@0.3,0,fgnn_proj,7,0.028,83.0
ER-Reg,sparse@0.3,0,fgnn_proj,8,0.022,74.0
ER-Reg,sparse@0.3,0,fgnn_proj,9,0.04,68.0
ER-Reg,sparse@0.3,0,fgnn_proj,10,0.062,108.0
ER-Reg,sparse@0.3,0,fgnn_proj,11,0.038,78.0
ER-Reg,sparse@0.3,0,fgnn_proj,12,0.052,98.0
ER-Reg,sparse@0.3,0,fgnn_proj,13,0.074,118.0
ER-Reg,sparse@0.3,0,fgnn_proj,14,0.024,84.0
ER-Reg,sparse@0.3,0,fgnn_proj,15,0.034,81.0
ER-Reg,sparse@0.3,0,fgnn_proj,16,0.02,88.0
ER-Reg,sparse@0.3,0,fgnn_proj,17,0.072,96.0
ER-Reg,sparse@0.3,0,fgnn_proj,18,0.04,104.0
ER-Reg,sparse@0.3,0,fgnn_proj,19,0.016,81.0
ER-Reg,sparse@0.3,0,fgnn_proj,20,0.056,90.0
ER-Reg,sparse@0.3,0,fgnn_proj,21,0.04,76.0
ER-Reg,sparse@0.3,0,fgnn_proj,22,0.028,85.0
ER-Reg,sparse@0.3,0,fgnn_proj,23,0.032,82.0
ER-Reg,sparse@0.3,0,fgnn_proj,24,0.028,72.0
ER-Reg,sparse@0.3,0,fgnn_proj,25,0.082,113.0
ER-Reg,sparse@0.3,0,fgnn_proj,26,0.04,73.0
ER-Reg,sparse@0.3,0,fgnn_proj,27,0.018,78.0
ER-Reg,sparse@0.3,0,fgnn_proj,28,0.024,60.0
ER-Reg,sparse@0.3,0,fgnn_proj,29,0.05,85.0
ER-Reg,sparse@0.3,0,fgnn_faq,0,0.098,496.0
ER-Reg,sparse@0.3,0,fgnn_faq,1,0.102,485.0
ER-Reg,sparse@0.3,0,fgnn_faq,2,0.01,469.0
ER-Reg,sparse@0.3,0,fgnn_faq,3,0.026,488.0
ER-Reg,sparse@0.3,0,fgnn_faq,4,0.016,486.0
ER-Reg,sparse@0.3,0,fgnn_faq,5,0.002,484.0
ER-Reg,sparse@0.3,0,fgnn_faq,6,0.044,480.0
ER-Reg,sparse@0.3,0,fgnn_faq,7,0.02,501.0
ER-Reg,sparse@0.3,0,fgnn_faq,8,0.02,472.0
ER-Reg,sparse@0.3,0,fgnn_faq,9,0.024,467.0
ER-Reg,sparse@0.3,0,fgnn_faq,10,0.09,496.0
ER-Reg,sparse@0.3,0,fgnn_faq,11,0.05,477.0
ER-Reg,sparse@0.3,0,fgnn_faq,12,0.042,481.0
ER-Reg,sparse@0.3,0,fgnn_faq,13,0.082,485.0
ER-Reg,sparse@0.3,0,fgnn_faq,14,0.006,482.0
ER-Reg,sparse@0.3,0,fgnn_faq,15,0.024,475.0
ER-Reg,sparse@0.3,0,fgnn_faq,16,0.016,464.0
ER-Reg,sparse@0.3,0,fgnn_faq,17,0.128,491.0
ER-Reg,sparse@0.3,0,fgnn_faq,18,0.028,484.0
ER-Reg,sparse@0.3,0,fgnn_faq,19,0.002,481.0
ER-Reg,sparse@0.3,0,fgnn_faq,20,0.07,490.0
ER-Reg,sparse@0.3,0,fgnn_faq,21,0.034,491.0
ER-Reg,sparse@0.3,0,fgnn_faq,22,0.012,476.0
ER-Reg,sparse@0.3,0,fgnn_faq,23,0.012,495.0
ER-Reg,sparse@0.3,0,fgnn_faq,24,0.026,491.0
ER-Reg,sparse@0.3,0,fgnn_faq,25,0.08,472.0
ER-Reg,sparse@0.3,0,fgnn_faq,26,0.04,486.0
ER-Reg,sparse@0.3,0,fgnn_faq,27,0.012,462.0
ER-Reg,sparse@0.3,0,fgnn_faq,28,0.026,487.0
ER-Reg,sparse@0.3,0,fgnn_faq,29,0.038,473.0
ER-Reg,sparse@0.3,0,chfgnn_proj,0,0.77,681.0
ER-Reg,sparse@0.3,0,chfgnn_proj,1,0.744,651.0
ER-Reg,sparse@0.3,0,chfgnn_proj,2,0.008,259.0
ER-Reg,sparse@0.3,0,chfgnn_proj,3,0.022,230.0
