table,cell,seed,method,sample,acc,nce
ER-Reg,regular@0,0,fgnn_faq,2,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,3,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,4,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,5,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,6,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,7,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,8,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,9,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,10,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,11,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,12,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,13,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,14,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,15,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,16,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,17,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,18,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,19,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,20,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,21,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,22,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,23,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,24,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,25,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,26,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,27,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,28,1.0,2500.0
ER-Reg,regular@0,0,fgnn_faq,29,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,0,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,1,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,2,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,3,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,4,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,5,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,6,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,7,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,8,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,9,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,10,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,11,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,12,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,13,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,14,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,15,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,16,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,17,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,18,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,19,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,20,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,21,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,22,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,23,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,24,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,25,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,26,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,27,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,28,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_proj,29,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,0,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,1,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,2,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,3,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,4,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,5,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,6,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,7,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,8,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,9,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,10,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,11,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,12,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,13,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,14,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,15,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,16,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,17,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,18,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,19,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,20,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,21,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,22,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,23,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,24,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,25,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,26,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,27,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,28,1.0,2500.0
ER-Reg,regular@0,0,chfgnn_faq,29,1.0,2500.0
ER-Reg,regular@0.05,0,proj_dcx,0,0.004,50.0
ER-Reg,regular@0.05,0,proj_dcx,1,0.0,53.0
ER-Reg,regular@0.05,0,proj_dcx,2,0.004,64.0
ER-Reg,regular@0.05,0,proj_dcx,3,0.002,52.0
ER-Reg,regular@0.05,0,proj_dcx,4,0.004,49.0
ER-Reg,regular@0.05,0,proj_dcx,5,0.002,38.0
ER-Reg,regular@0.05,0,proj_dcx,6,0.002,63.0
ER-Reg,regular@0.05,0,proj_dcx,7,0.0,42.0
ER-Reg,regular@0.05,0,proj_dcx,8,0.006,45.0
ER-Reg,regular@0.05,0,proj_dcx,9,0.008,47.0
ER-Reg,regular@0.05,0,proj_dcx,10,0.0,59.0
ER-Reg,regular@0.05,0,proj_dcx,11,0.006,67.0
ER-Reg,regular@0.05,0,proj_dcx,12,0.0,43.0
ER-Reg,regular@0.05,0,proj_dcx,13,0.0,47.0
ER-Reg,regular@0.05,0,proj_dcx,14,0.004,46.0
ER-Reg,regular@0.05,0,proj_dcx,15,0.002,42.0
ER-Reg,regular@0.05,0,proj_dcx,16,0.0,60.0
ER-Reg,regular@0.05,0,proj_dcx,17,0.0,53.0
ER-Reg,regular@0.05,0,proj_dcx,18,0.002,48.0
ER-Reg,regular@0.05,0,proj_dcx,19,0.0,46.0
ER-Reg,regular@0.05,0,proj_dcx,20,0.004,48.0
ER-Reg,regular@0.05,0,proj_dcx,21,0.006,59.0
ER-Reg,regular@0.05,0,proj_dcx,22,0.002,47.0
ER-Reg,regular@0.05,0,proj_dcx,23,0.002,50.0
ER-Reg,regular@0.05,0,proj_dcx,24,0.0,55.0
ER-Reg,regular@0.05,0,proj_dcx,25,0.0,57.0
ER-Reg,regular@0.05,0,proj_dcx,26,0.0,30.0
ER-Reg,regular@0.05,0,proj_dcx,27,0.004,54.0
ER-Reg,regular@0.05,0,proj_dcx,28,0.002,59.0
ER-Reg,regular@0.05,0,proj_dcx,29,0.002,58.0
ER-Reg,regular@0.05,0,faq_dcx,0,0.0,825.0
ER-Reg,regular@0.05,0,faq_dcx,1,0.0,832.0
ER-Reg,regular@0.05,0,faq_dcx,2,0.0,46.0
ER-Reg,regular@0.05,0,faq_dcx,3,0.006,831.0
ER-Reg,regular@0.05,0,faq_dcx,4,0.006,827.0
ER-Reg,regular@0.05,0,faq_dcx,5,0.002,48.0
ER-Reg,regular@0.05,0,faq_dcx,6,0.004,837.0
ER-Reg,regular@0.05,0,faq_dcx,7,0.004,832.0
ER-Reg,regular@0.05,0,faq_dcx,8,0.0,826.0
ER-Reg,regular@0.05,0,faq_dcx,9,0.002,824.0
ER-Reg,regular@0.05,0,faq_dcx,10,0.0,839.0
ER-Reg,regular@0.05,0,faq_dcx,11,0.002,45.0
ER-Reg,regular@0.05,0,faq_dcx,12,0.0,49.0
ER-Reg,regular@0.05,0,faq_dcx,13,0.0,49.0
ER-Reg,regular@0.05,0,faq_dcx,14,0.0,47.0
ER-Reg,regular@0.05,0,faq_dcx,15,0.002,832.0
ER-Reg,regular@0.05,0,faq_dcx,16,0.004,46.0
ER-Reg,regular@0.05,0,faq_dcx,17,0.002,43.0
ER-Reg,regular@0.05,0,faq_dcx,18,0.002,45.0
ER-Reg,regular@0.05,0,faq_dcx,19,0.0,846.0
ER-Reg,regular@0.05,0,faq_dcx,20,0.002,814.0
ER-Reg,regular@0.05,0,faq_dcx,21,0.0,45.0
ER-Reg,regular@0.05,0,faq_dcx,22,0.002,841.0
ER-Reg,regular@0.05,0,faq_dcx,23,0.008,825.0
ER-Reg,regular@0.05,0,faq_dcx,24,0.004,44.0
ER-Reg,regular@0.05,0,faq_dcx,25,0.002,831.0
ER-Reg,regular@0.05,0,faq_dcx,26,0.0,45.0
ER-Reg,regular@0.05,0,faq_dcx,27,0.0,834.0
ER-Reg,regular@0.05,0,faq_dcx,28,0.002,844.0
ER-Reg,regular@0.05,0,faq_dcx,29,0.006,47.0
ER-Reg,regular@0.05,0,fgnn_proj,0,0.222,249.0
ER-Reg,regular@0.05,0,fgnn_proj,1,0.144,142.0
ER-Reg,regular@0.05,0,fgnn_proj,2,0.176,190.0
ER-Reg,regular@0.05,0,fgnn_proj,3,0.084,134.0
ER-Reg,regular@0.05,0,fgnn_proj,4,0.066,117.0
ER-Reg,regular@0.05,0,fgnn_proj,5,0.216,253.0
ER-Reg,regular@0.05,0,fgnn_proj,6,0.168,173.0
ER-Reg,regular@0.05,0,fgnn_proj,7,0.14,153.0
ER-Reg,regular@0.05,0,fgnn_proj,8,0.13,154.0
ER-Reg,regular@0.05,0,fgnn_proj,9,0.132,163.0
ER-Reg,regular@0.05,0,fgnn_proj,10,0.126,161.0
ER-Reg,regular@0.05,0,fgnn_proj,11,0.084,137.0
ER-Reg,regular@0.05,0,fgnn_proj,12,0.168,186.0
ER-Reg,regular@0.05,0,fgnn_proj,13,0.086,114.0
ER-Reg,regular@0.05,0,fgnn_proj,14,0.102,120.0
ER-Reg,regular@0.05,0,fgnn_proj,15,0.08,102.0
ER-Reg,regular@0.05,0,fgnn_proj,16,0.15,165.0
ER-Reg,regular@0.05,0,fgnn_proj,17,0.162,188.0
ER-Reg,regular@0.05,0,fgnn_proj,18,0.118,140.0
ER-Reg,regular@0.05,0,fgnn_proj,19,0.168,195.0
ER-Reg,regular@0.05,0,fgnn_proj,20,0.1,122.0
ER-Reg,regular@0.05,0,fgnn_proj,21,0.134,124.0
ER-Reg,regular@0.05,0,fgnn_proj,22,0.172,206.0
ER-Reg,regular@0.05,0,fgnn_proj,23,0.148,151.0
ER-Reg,regular@0.05,0,fgnn_proj,24,0.102,113.0
ER-Reg,regular@0.05,0,fgnn_proj,25,0.12,149.0
ER-Reg,regular@0.05,0,fgnn_proj,26,0.132,182.0
ER-Reg,regular@0.05,0,fgnn_proj,27,0.092,128.0
ER-Reg,regular@0.05,0,fgnn_proj,28,0.068,91.0
ER-Reg,regular@0.05,0,fgnn_proj,29,0.132,147.0
ER-Reg,regular@0.05,0,fgnn_faq,0,0.958,2086.0
ER-Reg,regular@0.05,0,fgnn_faq,1,0.96,2054.0
ER-Reg,regular@0.05,0,fgnn_faq,2,0.954,2085.0
ER-Reg,regular@0.05,0,fgnn_faq,3,0.95,2008.0
ER-Reg,regular@0.05,0,fgnn_faq,4,0.946,1986.0
ER-Reg,regular@0.05,0,fgnn_faq,5,0.964,2105.0
ER-Reg,regular@0.05,0,fgnn_faq,6,0.958,2087.0
ER-Reg,regular@0.05,0,fgnn_faq,7,0.956,2061.0
ER-Reg,regular@0.05,0,fgnn_faq,8,0.956,2053.0
ER-Reg,regular@0.05,0,fgnn_faq,9,0.958,2071.0
ER-Reg,regular@0.05,0,fgnn_faq,10,0.958,2080.0
ER-Reg,regular@0.05,0,fgnn_faq,11,0.956,2044.0
ER-Reg,regular@0.05,0,fgnn_faq,12,0.956,2067.0
ER-Reg,regular@0.05,0,fgnn_faq,13,0.95,2031.0
ER-Reg,regular@0.05,0,fgnn_faq,14,0.962,2036.0
ER-Reg,regular@0.05,0,fgnn_faq,15,0.952,2026.0
ER-Reg,regular@0.05,0,fgnn_faq,16,0.956,2105.0
ER-Reg,regular@0.05,0,fgnn_faq,17,0.956,2070.0
ER-Reg,regular@0.05,0,fgnn_faq,18,0.952,2041.0
ER-Reg,regular@0.05,0,fgnn_faq,19,0.962,2084.0
ER-Reg,regular@0.05,0,fgnn_faq,20,0.954,2063.0
ER-Reg,regular@0.05,0,fgnn_faq,21,0.96,2080.0
ER-Reg,regular@0.05,0,fgnn_faq,22,0.96,2104.0
ER-Reg,regular@0.05,0,fgnn_faq,23,0.948,2009.0
ER-Reg,regular@0.05,0,fgnn_faq,24,0.952,2041.0
ER-Reg,regular@0.05,0,fgnn_faq,25,0.952,2033.0
ER-Reg,regular@0.05,0,fgnn_faq,26,0.956,2052.0
ER-Reg,regular@0.05,0,fgnn_faq,27,0.944,1969.0
ER-Reg,regular@0.05,0,fgnn_faq,28,0.952,2026.0
ER-Reg,regular@0.05,0,fgnn_faq,29,0.948,2011.0
ER-Reg,regular@0.05,0,chfgnn_proj,0,0.74,1400.0
ER-Reg,regular@0.05,0,chfgnn_proj,1,0.746,1384.0
ER-Reg,regular@0.05,0,chfgnn_proj,2,0.776,1493.0
ER-Reg,regular@0.05,0,chfgnn_proj,3,0.656,1168.0
ER-Reg,regular@0.05,0,chfgnn_proj,4,0.666,1194.0
ER-Reg,regular@0.05,0,chfgnn_proj,5,0.748,1407.0
ER-Reg,regular@0.05,0,chfgnn_proj,6,0.774,1478.0
ER-Reg,regular@0.05,0,chfgnn_proj,7,0.72,1345.0
ER-Reg,regular@0.05,0,chfgnn_proj,8,0.736,1368.0
ER-Reg,regular@0.05,0,chfgnn_proj,9,0.728,1374.0
ER-Reg,regular@0.05,0,chfgnn_proj,10,0.754,1417.0
ER-Reg,regular@0.05,0,chfgnn_proj,11,0.698,1261.0
ER-Reg,regular@0.05,0,chfgnn_proj,12,0.744,1415.0
ER-Reg,regular@0.05,0,chfgnn_proj,13,0.696,1254.0
ER-Reg,regular@0.05,0,chfgnn_proj,14,0.726,1352.0
ER-Reg,regular@0.05,0,chfgnn_proj,15,0.666,1174.0
ER-Reg,regular@0.05,0,chfgnn_proj,16,0.762,1494.0
ER-Reg,regular@0.05,0,chfgnn_proj,17,0.726,1337.0
ER-Reg,regular@0.05,0,chfgnn_proj,18,0.654,1157.0
ER-Reg,regular@0.05,0,chfgnn_proj,19,0.724,1346.0
ER-Reg,regular@0.05,0,chfgnn_proj,20,0.724,1329.0
ER-Reg,regular@0.05,0,chfgnn_proj,21,0.756,1416.0
ER-Reg,regular@0.05,0,chfgnn_proj,22,0.792,1543.0
ER-Reg,regular@0.05,0,chfgnn_proj,23,0.744,1364.0
ER-Reg,regular@0.05,0,chfgnn_proj,24,0.666,1155.0
ER-Reg,regular@0.05,0,chfgnn_proj,25,0.666,1213.0
ER-Reg,regular@0.05,0,chfgnn_proj,26,0.72,1350.0
ER-Reg,regular@0.05,0,chfgnn_proj,27,0.674,1166.0
ER-Reg,regular@0.05,0,chfgnn_proj,28,0.69,1234.0
ER-Reg,regular@0.05,0,chfgnn_proj,29,0.7,1285.0
ER-Reg,regular@0.05,0,chfgnn_faq,0,0.958,2086.0
ER-Reg,regular@0.05,0,chfgnn_faq,1,0.96,2054.0
ER-Reg,regular@0.05,0,chfgnn_faq,2,0.954,2085.0
ER-Reg,regular@0.05,0,chfgnn_faq,3,0.95,2008.0
ER-Reg,regular@0.05,0,chfgnn_faq,4,0.946,1986.0
ER-Reg,regular@0.05,0,chfgnn_faq,5,0.964,2105.0
ER-Reg,regular@0.05,0,chfgnn_faq,6,0.958,2087.0
ER-Reg,regular@0.05,0,chfgnn_faq,7,0.956,2061.0
ER-Reg,regular@0.05,0,chfgnn_faq,8,0.96,2053.0
ER-Reg,regular@0.05,0,chfgnn_faq,9,0.958,2071.0
ER-Reg,regular@0.05,0,chfgnn_faq,10,0.958,2080.0
ER-Reg,regular@0.05,0,chfgnn_faq,11,0.956,2044.0
ER-Reg,regular@0.05,0,chfgnn_faq,12,0.956,2067.0
ER-Reg,regular@0.05,0,chfgnn_faq,13,0.95,2031.0
ER-Reg,regular@0.05,0,chfgnn_faq,14,0.962,2036.0
ER-Reg,regular@0.05,0,chfgnn_faq,15,0.952,2026.0
ER-Reg,regular@0.05,0,chfgnn_faq,16,0.956,2105.0
ER-Reg,regular@0.05,0,chfgnn_faq,17,0.956,2070.0
ER-Reg,regular@0.05,0,chfgnn_faq,18,0.954,2040.0
ER-Reg,regular@0.05,0,chfgnn_faq,19,0.962,2084.0
ER-Reg,regular@0.05,0,chfgnn_faq,20,0.954,2062.0
ER-Reg,regular@0.05,0,chfgnn_faq,21,0.96,2080.0
ER-Reg,regular@0.05,0,chfgnn_faq,22,0.96,2104.0
ER-Reg,regular@0.05,0,chfgnn_faq,23,0.946,2010.0
ER-Reg,regular@0.05,0,chfgnn_faq,24,0.952,2040.0
ER-Reg,regular@0.05,0,chfgnn_faq,25,0.952,2033.0
ER-Reg,regular@0.05,0,chfgnn_faq,26,0.956,2052.0
ER-Reg,regular@0.05,0,chfgnn_faq,27,0.944,1969.0
ER-Reg,regular@0.05,0,chfgnn_faq,28,0.954,2026.0
ER-Reg,regular@0.05,0,chfgnn_faq,29,0.948,2010.0
ER-Reg,regular@0.1,0,proj_dcx,0,0.004,58.0
ER-Reg,regular@0.1,0,proj_dcx,1,0.0,59.0
ER-Reg,regular@0.1,0,proj_dcx,2,0.004,59.0
ER-Reg,regular@0.1,0,proj_dcx,3,0.002,44.0
ER-Reg,regular@0.1,0,proj_dcx,4,0.004,43.0
ER-Reg,regular@0.1,0,proj_dcx,5,0.002,47.0
ER-Reg,regular@0.1,0,proj_dcx,6,0.002,58.0
ER-Reg,regular@0.1,0,proj_dcx,7,0.0,44.0
ER-Reg,regular@0.1,0,proj_dcx,8,0.006,40.0
ER-Reg,regular@0.1,0,proj_dcx,9,0.008,36.0
ER-Reg,regular@0.1,0,proj_dcx,10,0.0,51.0
ER-Reg,regular@0.1,0,proj_dcx,11,0.006,67.0
ER-Reg,regular@0.1,0,proj_dcx,12,0.0,41.0
ER-Reg,regular@0.1,0,proj_dcx,13,0.0,55.0
ER-Reg,regular@0.1,0,proj_dcx,14,0.004,55.0
ER-Reg,regular@0.1,0,proj_dcx,15,0.002,41.0
ER-Reg,regular@0.1,0,proj_dcx,16,0.0,51.0
ER-Reg,regular@0.1,0,proj_dcx,17,0.0,49.0
ER-Reg,regular@0.1,0,proj_dcx,18,0.002,51.0
ER-Reg,regular@0.1,0,proj_dcx,19,0.0,37.0
ER-Reg,regular@0.1,0,proj_dcx,20,0.004,50.0
ER-Reg,regular@0.1,0,proj_dcx,21,0.006,56.0
ER-Reg,regular@0.1,0,proj_dcx,22,0.002,58.0
ER-Reg,regular@0.1,0,proj_dcx,23,0.002,56.0
ER-Reg,regular@0.1,0,proj_dcx,24,0.0,53.0
ER-Reg,regular@0.1,0,proj_dcx,25,0.0,65.0
ER-Reg,regular@0.1,0,proj_dcx,26,0.0,41.0
ER-Reg,regular@0.1,0,proj_dcx,27,0.004,51.0
ER-Reg,regular@0.1,0,proj_dcx,28,0.002,55.0
ER-Reg,regular@0.1,0,proj_dcx,29,0.002,58.0
ER-Reg,regular@0.1,0,faq_dcx,0,0.006,839.0
ER-Reg,regular@0.1,0,faq_dcx,1,0.002,839.0
ER-Reg,regular@0.1,0,faq_dcx,2,0.0,44.0
ER-Reg,regular@0.1,0,faq_dcx,3,0.0,848.0
ER-Reg,regular@0.1,0,faq_dcx,4,0.004,42.0
ER-Reg,regular@0.1,0,faq_dcx,5,0.0,45.0
ER-Reg,regular@0.1,0,faq_dcx,6,0.0,835.0
ER-Reg,regular@0.1,0,faq_dcx,7,0.006,834.0
ER-Reg,regular@0.1,0,faq_dcx,8,0.0,49.0
ER-Reg,regular@0.1,0,faq_dcx,9,0.002,834.0
ER-Reg,regular@0.1,0,faq_dcx,10,0.006,41.0
ER-Reg,regular@0.1,0,faq_dcx,11,0.004,832.0
ER-Reg,regular@0.1,0,faq_dcx,12,0.002,822.0
ER-Reg,regular@0.1,0,faq_dcx,13,0.002,47.0
ER-Reg,regular@0.1,0,faq_dcx,14,0.004,49.0
ER-Reg,regular@0.1,0,faq_dcx,15,0.002,821.0
ER-Reg,regular@0.1,0,faq_dcx,16,0.002,834.0
ER-Reg,regular@0.1,0,faq_dcx,17,0.0,839.0
ER-Reg,regular@0.1,0,faq_dcx,18,0.004,826.0
ER-Reg,regular@0.1,0,faq_dcx,19,0.0,831.0
ER-Reg,regular@0.1,0,faq_dcx,20,0.002,840.0
ER-Reg,regular@0.1,0,faq_dcx,21,0.006,839.0
ER-Reg,regular@0.1,0,faq_dcx,22,0.002,829.0
ER-Reg,regular@0.1,0,faq_dcx,23,0.0,48.0
ER-Reg,regular@0.1,0,faq_dcx,24,0.0,835.0
ER-Reg,regular@0.1,0,faq_dcx,25,0.0,48.0
ER-Reg,regular@0.1,0,faq_dcx,26,0.004,825.0
ER-Reg,regular@0.1,0,faq_dcx,27,0.0,44.0
ER-Reg,regular@0.1,0,faq_dcx,28,0.004,835.0
ER-Reg,regular@0.1,0,faq_dcx,29,0.0,831.0
ER-Reg,regular@0.1,0,fgnn_proj,0,0.004,101.0
ER-Reg,regular@0.1,0,fgnn_proj,1,0.02,94.0
ER-Reg,regular@0.1,0,fgnn_proj,2,0.022,77.0
ER-Reg,regular@0.1,0,fgnn_proj,3,0.016,71.0
ER-Reg,regular@0.1,0,fgnn_proj,4,0.002,98.0
ER-Reg,regular@0.1,0,fgnn_proj,5,0.01,86.0
ER-Reg,regular@0.1,0,fgnn_proj,6,0.008,91.0
ER-Reg,regular@0.1,0,fgnn_proj,7,0.04,97.0
ER-Reg,regular@0.1,0,fgnn_proj,8,0.006,82.0
ER-Reg,regular@0.1,0,fgnn_proj,9,0.032,88.0
ER-Reg,regular@0.1,0,fgnn_proj,10,0.018,85.0
ER-Reg,regular@0.1,0,fgnn_proj,11,0.024,120.0
ER-Reg,regular@0.1,0,fgnn_proj,12,0.026,98.0
ER-Reg,regular@0.1,0,fgnn_proj,13,0.012,102.0
ER-Reg,regular@0.1,0,fgnn_proj,14,0.014,76.0
ER-Reg,regular@0.1,0,fgnn_proj,15,0.018,90.0
ER-Reg,regular@0.1,0,fgnn_proj,16,0.022,80.0
ER-Reg,regular@0.1,0,fgnn_proj,17,0.042,85.0
ER-Reg,regular@0.1,0,fgnn_proj,18,0.024,92.0
ER-Reg,regular@0.1,0,fgnn_proj,19,0.03,111.0
ER-Reg,regular@0.1,0,fgnn_proj,20,0.008,93.0
ER-Reg,regular@0.1,0,fgnn_proj,21,0.018,68.0
ER-Reg,regular@0.1,0,fgnn_proj,22,0.02,97.0
ER-Reg,regular@0.1,0,fgnn_proj,23,0.022,97.0
ER-Reg,regular@0.1,0,fgnn_proj,24,0.026,100.0
ER-Reg,regular@0.1,0,fgnn_proj,25,0.014,105.0
ER-Reg,regular@0.1,0,fgnn_proj,26,0.004,97.0
ER-Reg,regular@0.1,0,fgnn_proj,27,0.008,90.0
ER-Reg,regular@0.1,0,fgnn_proj,28,0.024,96.0
ER-Reg,regular@0.1,0,fgnn_proj,29,0.022,106.0
ER-Reg,regular@0.1,0,fgnn_faq,0,0.002,846.0
ER-Reg,regular@0.1,0,fgnn_faq,1,0.004,851.0
ER-Reg,regular@0.1,0,fgnn_faq,2,0.012,840.0
ER-Reg,regular@0.1,0,fgnn_faq,3,0.002,838.0
ER-Reg,regular@0.1,0,fgnn_faq,4,0.004,841.0
ER-Reg,regular@0.1,0,fgnn_faq,5,0.01,830.0
ER-Reg,regular@0.1,0,fgnn_faq,6,0.01,841.0
ER-Reg,regular@0.1,0,fgnn_faq,7,0.09,857.0
ER-Reg,regular@0.1,0,fgnn_faq,8,0.002,831.0
ER-Reg,regular@0.1,0,fgnn_faq,9,0.062,838.0
ER-Reg,regular@0.1,0,fgnn_faq,10,0.01,841.0
ER-Reg,regular@0.1,0,fgnn_faq,11,0.018,846.0
ER-Reg,regular@0.1,0,fgnn_faq,12,0.008,838.0
ER-Reg,regular@0.1,0,fgnn_faq,13,0.002,833.0
ER-Reg,regular@0.1,0,fgnn_faq,14,0.006,840.0
ER-Reg,regular@0.1,0,fgnn_faq,15,0.006,832.0
ER-Reg,regular@0.1,0,fgnn_faq,16,0.018,836.0
ER-Reg,regular@0.1,0,fgnn_faq,17,0.05,856.0
ER-Reg,regular@0.1,0,fgnn_faq,18,0.018,839.0
ER-Reg,regular@0.1,0,fgnn_faq,19,0.014,823.0
ER-Reg,regular@0.1,0,fgnn_faq,20,0.004,841.0
ER-Reg,regular@0.1,0,fgnn_faq,21,0.002,830.0
ER-Reg,regular@0.1,0,fgnn_faq,22,0.004,833.0
ER-Reg,regular@0.1,0,fgnn_faq,23,0.016,822.0
ER-Reg,regular@0.1,0,fgnn_faq,24,0.024,827.0
ER-Reg,regular@0.1,0,fgnn_faq,25,0.002,828.0
ER-Reg,regular@0.1,0,fgnn_faq,26,0.0,840.0
ER-Reg,regular@0.1,0,fgnn_faq,27,0.004,831.0
ER-Reg,regular@0.1,0,fgnn_faq,28,0.012,824.0
ER-Reg,regular@0.1,0,fgnn_faq,29,0.074,847.0
ER-Reg,regular@0.1,0,chfgnn_proj,0,0.014,288.0
ER-Reg,regular@0.1,0,chfgnn_proj,1,0.002,302.0
ER-Reg,regular@0.1,0,chfgnn_proj,2,0.492,782.0
ER-Reg,regular@0.1,0,chfgnn_proj,3,0.07,316.0
ER-Reg,regular@0.1,0,chfgnn_proj,4,0.01,292.0
ER-Reg,regular@0.1,0,chfgnn_proj,5,0.036,301.0
ER-Reg,regular@0.1,0,chfgnn_proj,6,0.416,649.0
ER-Reg,regular@0.1,0,chfgnn_proj,7,0.478,756.0
ER-Reg,regular@0.1,0,chfgnn_proj,8,0.402,603.0
ER-Reg,regular@0.1,0,chfgnn_proj,9,0.416,640.0
ER-Reg,regular@0.1,0,chfgnn_proj,10,0.47,726.0
ER-Reg,regular@0.1,0,chfgnn_proj,11,0.086,325.0
ER-Reg,regular@0.1,0,chfgnn_proj,12,0.404,610.0
ER-Reg,regular@0.1,0,chfgnn_proj,13,0.426,661.0
ER-Reg,regular@0.1,0,chfgnn_proj,14,0.004,279.0
ER-Reg,regular@0.1,0,chfgnn_proj,15,0.026,313.0
ER-Reg,regular@0.1,0,chfgnn_proj,16,0.006,287.0
ER-Reg,regular@0.1,0,chfgnn_proj,17,0.472,727.0
ER-Reg,regular@0.1,0,chfgnn_proj,18,0.406,635.0
ER-Reg,regular@0.1,0,chfgnn_proj,19,0.422,635.0
ER-Reg,regular@0.1,0,chfgnn_proj,20,0.004,294.0
ER-Reg,regular@0.1,0,chfgnn_proj,21,0.432,634.0
